global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
840,give_in,40,20,G07,. I will not give in . I will not give in . I hate God . I hate whatever made this world,._PUN I_PNP will_VM0 not_XX0 give_VVI in_AVP ._PUN I_PNP will_VM0 not_XX0 give_VVI in_AVP ._PUN I_PNP hate_VVB God_NP0-NN1 ._PUN I_PNP hate_VVB whatever_DTQ made_VVD this_DT0 world_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=19,61057072,61057074,give_in_PUN,4
859,give_in,59,39,H0F,"chin ? All that lot ? "" "" O.K. I give in . Tell me your plan , though I do n't see","chin_NN1 ?_PUN All_DT0 that_DT0 lot_NN1 ?_PUN ""_PUQ ""_PUQ O.K._AV0 I_PNP give_VVB in_AVP ._PUN Tell_VVB me_PNP your_DPS plan_NN1 ,_PUN though_CJS I_PNP do_VDB n't_XX0 see_VVI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=38,69863120,69863122,give_in_PUN,4
884,give_in,84,10,HHX,give more money to the Common Market budget than we give in aid to the third world . What sense is there in,give_VVB more_DT0 money_NN1 to_PRP the_AT0 Common_AJ0 Market_NN1 budget_NN1 than_CJS we_PNP give_VVB in_AVP aid_NN1 to_PRP the_AT0 third_ORD world_NN1 ._PUN What_DTQ sense_NN1 is_VBZ there_AV0 in_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=9,79209562,79209564,give_in_NN1,4
899,give_out,0,1,A79,"contrast to most plants , they breathe in oxygen and give out carbon dioxide . All fungi require about 20 per cent moisture","contrast_NN1 to_PRP most_DT0 plants_NN2 ,_PUN they_PNP breathe_VVB in_AVP oxygen_NN1 and_CJC give_VVB out_AVP carbon_NN1 dioxide_NN1 ._PUN All_DT0 fungi_NN2 require_VVB about_AV0 20_CRD per_UNC cent_UNC moisture_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9v1&batch=0,3985690,3985692,give_out_NN1,4
900,give_out,1,2,AP8,Kendal of &lsquo; hosiers attending Markets to collect stockings and give out worsted . &rsquo; Kirkby Stephen had a stocking market of renown,Kendal_NP0 of_PRF &lsquo;_PUQ hosiers_NN2 attending_VVG Markets_NN2 to_TO0 collect_VVI stockings_NN2 and_CJC give_VVB out_AVP worsted_NN1 ._PUN &rsquo;_PUQ Kirkby_NP0 Stephen_NP0 had_VHD a_AT0 stocking_NN1 market_NN1 of_PRF renown_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9v1&batch=1,12842533,12842535,give_out_NN1,4
950,give_out,51,2,CER,"pressures and temperatures will be needed to make fusion reactors give out more than they use . Indeed , even at the pressures","pressures_NN2 and_CJC temperatures_NN2 will_VM0 be_VBI needed_VVN to_TO0 make_VVI fusion_NN1 reactors_NN2 give_VVB out_AVP more_DT0 than_CJS they_PNP use_VVB ._PUN Indeed_AV0 ,_PUN even_AV0 at_PRP the_AT0 pressures_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=1,31887580,31887582,give_out_DT0,4
979,give_out,80,20,J1A,"with dots while the basses , in bar 383 , give out the fourth of the five themes , with strokes in pure","with_PRP dots_NN2 while_CJS the_AT0 basses_NN2 ,_PUN in_PRP bar_NN1 383_CRD ,_PUN give_VVB out_AVP the_AT0 fourth_ORD of_PRF the_AT0 five_CRD themes_NN2 ,_PUN with_PRP strokes_NN2 in_PRP pure_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=19,92549076,92549078,give_out_AT0,4
988,give_out,89,29,CBL,grow prostrate on marshy terrain . The leaves when crushed give out a pungent or acid smell . Cultivation : Best results are,grow_VVB prostrate_AJ0 on_PRP marshy_AJ0 terrain_NN1 ._PUN The_AT0 leaves_NN2 when_CJS crushed_VVN give_VVB out_AVP a_AT0 pungent_AJ0 or_CJC acid_NN1 smell_NN1-VVB ._PUN Cultivation_NN1 :_PUN Best_AJS results_NN2 are_VBB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=28,27996782,27996784,give_out_AT0,4
999,give_away,7,8,ACS,"have a proper breakfast , walk to the station , give away the TV set , and go to church every Sunday instead","have_VHB a_AT0 proper_AJ0 breakfast_NN1 ,_PUN walk_VVB-NN1 to_PRP the_AT0 station_NN1 ,_PUN give_VVB away_AV0 the_AT0 TV_NN1 set_NN1 ,_PUN and_CJC go_VVB to_PRP church_NN1 every_AT0 Sunday_NP0 instead_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=7,7512527,7512529,give_away_AT0,4
1001,give_away,9,10,EBV,. The economics of all such awards are sound : give away a substantial sum of prize money ( preferably the biggest that,._PUN The_AT0 economics_NN1 of_PRF all_DT0 such_DT0 awards_NN2 are_VBB sound_NN1-AJ0 :_PUN give_VVB away_AV0 a_AT0 substantial_AJ0 sum_NN1 of_PRF prize_NN1-AJ0 money_NN1 (_PUL preferably_AV0 the_AT0 biggest_AJS that_CJT,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=9,44555614,44555616,give_away_AT0,4
1024,give_away,32,33,CCS,some natives at this time became unreliable guides and could give away a patrol 's position . The move south was now imperative,some_DT0 natives_NN2 at_PRP this_DT0 time_NN1 became_VVD unreliable_AJ0 guides_NN2 and_CJC could_VM0 give_VVI away_AV0 a_AT0 patrol_NN1 's_POS position_NN1 ._PUN The_AT0 move_NN1 south_NN1 was_VBD now_AV0 imperative_AJ0-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=32,29335948,29335950,give_away_AT0,4
1039,give_away,47,13,FAG,"late eighteenth century or the early nineteenth , and often give away their date in their names . The famous Botany Bay cover","late_AJ0 eighteenth_ORD century_NN1 or_CJC the_AT0 early_AJ0 nineteenth_ORD ,_PUN and_CJC often_AV0 give_VVB away_AV0 their_DPS date_NN1 in_PRP their_DPS names_NN2 ._PUN The_AT0 famous_AJ0 Botany_NN1 Bay_NN1 cover_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sk&batch=12,52279309,52279311,give_away_DPS,4
1054,give_away,62,4,CRA,"the thought of securitising its mortgage assets &mdash; &lsquo; why give away margin ? &rsquo; asks Jon Foulds , its chairman since 1990","the_AT0 thought_NN1 of_PRF securitising_VVG its_DPS mortgage_NN1 assets_NN2 &mdash;_PUN &lsquo;_PUQ why_AVQ give_VVI away_AV0 margin_NN1 ?_PUN &rsquo;_PUQ asks_VVZ Jon_NP0 Foulds_NP0 ,_PUN its_DPS chairman_NN1 since_PRP 1990_CRD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=3,40672395,40672397,give_away_NN1,4
5,agree_on,5,6,K6Y,"or when you go back or , or even perhaps agree on the amount . I think if you 've got somebody who 's","or_CJC when_CJS you_PNP go_VVB back_AVP or_CJC ,_PUN or_CJC even_AV0 perhaps_AV0 agree_VVB on_PRP-AVP the_AT0 amount_NN1 ._PUN I_PNP think_VVB if_CJS you_PNP 've_VHB got_VVN somebody_PNI who_PNQ 's_VHZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=5,103829169,103829172,agree_on_AT0,5
11,agree_on,11,12,K5D,We understand the difference between the two things and we agree on the level of importance between the two issues . &rsquo; Resolutions 242,We_PNP understand_VVB the_AT0 difference_NN1 between_PRP the_AT0 two_CRD things_NN2 and_CJC we_PNP agree_VVB on_PRP-AVP the_AT0 level_NN1 of_PRF importance_NN1 between_PRP the_AT0 two_CRD issues_NN2 ._PUN &rsquo;_PUQ Resolutions_NN2 242_CRD,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=11,102646632,102646635,agree_on_AT0,5
28,agree_on,28,29,HJ1,"can even begin to do this constructively , we must agree on the nature &mdash; and the terms &mdash; of the problem . To","can_VM0 even_AV0 begin_VVI to_TO0 do_VDI this_DT0 constructively_AV0 ,_PUN we_PNP must_VM0 agree_VVI on_PRP the_AT0 nature_NN1 &mdash;_PUN and_CJC the_AT0 terms_NN2 &mdash;_PUN of_PRF the_AT0 problem_NN1 ._PUN To_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=28,79721826,79721829,agree_on_AT0,5
41,agree_on,41,42,FYX,"also measure different intervals of time if they are to agree on the speed of light . Einstein 's original theory of relativity ,","also_AV0 measure_VVI different_AJ0 intervals_NN2 of_PRF time_NN1 if_CJS they_PNP are_VBB to_TO0 agree_VVI on_PRP the_AT0 speed_NN1 of_PRF light_NN1-AJ0 ._PUN Einstein_NP0 's_POS original_AJ0 theory_NN1 of_PRF relativity_NN1 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=41,60545340,60545343,agree_on_AT0,5
46,agree_on,46,47,HYA,down so that the legs all face out . They agree on a system of foraging and divide themselves into the groups they think,down_AVP so_AV0 that_CJT the_AT0 legs_NN2 all_DT0 face_VVB out_AVP ._PUN They_PNP agree_VVB on_PRP-AVP a_AT0 system_NN1 of_PRF foraging_VVG and_CJC divide_VVB themselves_PNX into_PRP the_AT0 groups_NN2 they_PNP think_VVB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=46,91484112,91484115,agree_on_AT0,5
138,agree_with,38,39,HAU,"to match overall service provision to evolving needs ; to agree with the other Divisions the core service specification , procurement and management","to_TO0 match_VVI overall_AJ0 service_NN1 provision_NN1 to_PRP evolving_VVG-AJ0 needs_NN2 ;_PUN to_TO0 agree_VVI with_PRP the_AT0 other_AJ0 Divisions_NN2 the_AT0 core_NN1 service_NN1 specification_NN1 ,_PUN procurement_NN1 and_CJC management_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=38,74753925,74753927,agree_with_AT0,5
143,agree_with,43,44,HRH,"The larger the sample the more closely will its average agree with the population average , as seen in Figure 7.6 where the","The_AT0 larger_AJC the_AT0 sample_NN1 the_AT0 more_AV0 closely_AV0 will_VM0 its_DPS average_NN1 agree_VVI with_PRP the_AT0 population_NN1 average_NN1 ,_PUN as_CJS seen_VVN in_PRP Figure_NN1 7.6_CRD where_AVQ the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=43,85873212,85873214,agree_with_AT0,5
144,agree_with,44,45,CRM,are 3 and 14kpc . A distance of 3kpc would agree with the -D estimates and place the remnant satisfactorily in the Norma,are_VBB 3_CRD and_CJC 14kpc_UNC ._PUN A_AT0 distance_NN1 of_PRF 3kpc_UNC would_VM0 agree_VVI with_PRP the_AT0 -D_NP0 estimates_NN2-VVZ and_CJC place_VVB the_AT0 remnant_NN1 satisfactorily_AV0 in_PRP the_AT0 Norma_NP0-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=44,41328644,41328646,agree_with_AT0,5
178,agree_with,78,79,FL4,"of the Aha . as well that I personally a agree with the lady over there as I 'm now , with all","of_PRF the_AT0 Aha_ITJ ._PUN as_CJS well_AV0 that_CJT I_PNP personally_AV0 a_UNC agree_VVB with_PRP the_AT0 lady_NN1 over_PRP there_AV0 as_CJS I_PNP 'm_VBB now_AV0 ,_PUN with_PRP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=78,55237458,55237460,agree_with_AT0,5
188,agree_with,88,89,HVH,in Greater York . Michael [gap:name] Michael [gap:name] . I agree with the panel that the criterion should give greater emphasis to public,in_PRP Greater_NP0 York_NP0 ._PUN Michael_NP0 [gap:name]_UNC Michael_NP0 [gap:name]_UNC ._PUN I_PNP agree_VVB with_PRP the_AT0 panel_NN1 that_CJT the_AT0 criterion_NN1 should_VM0 give_VVI greater_AJC emphasis_NN1 to_PRP public_AJ0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=88,88707636,88707638,agree_with_AT0,5
243,agree_that,43,44,B01,"margins of society . Although the authors in this book agree that the situation is iniquitous , they differ in their views of","margins_NN2 of_PRF society_NN1 ._PUN Although_CJS the_AT0 authors_NN2 in_PRP this_DT0 book_NN1 agree_VVB that_CJT the_AT0 situation_NN1 is_VBZ iniquitous_AJ0 ,_PUN they_PNP differ_VVB in_PRP-AVP their_DPS views_NN2 of_PRF",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=43,15836823,15836825,agree_that_AT0,5
267,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,5
269,agree_that,69,70,ABC,"of a pipless , unripe melon . Many bio-acoustic experts agree that the echolocation clicks are created by implosive movements of air in","of_PRF a_AT0 pipless_AJ0 ,_PUN unripe_AJ0 melon_NN1 ._PUN Many_DT0 bio-acoustic_AJ0 experts_NN2 agree_VVB that_CJT the_AT0 echolocation_NN1 clicks_NN2 are_VBB created_VVN by_PRP implosive_AJ0 movements_NN2 of_PRF air_NN1 in_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=69,5716016,5716018,agree_that_AT0,5
282,agree_that,82,83,H9S,conditions . Even the most sanguine grain size enthusiast would agree that no universal solution exists as yet to enable the sedimentologist unequivocally,conditions_NN2 ._PUN Even_AV0 the_AT0 most_AV0 sanguine_AJ0 grain_NN1 size_NN1 enthusiast_NN1 would_VM0 agree_VVI that_CJT no_AT0 universal_AJ0 solution_NN1 exists_VVZ as_CJS yet_AV0 to_TO0 enable_VVI the_AT0 sedimentologist_NN1 unequivocally_AV0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=82,73570507,73570509,agree_that_AT0,5
291,agree_that,91,92,HWD,a yardland or less fare in these circumstances ? Historians agree that the size of this group was certainly much reduced in number,a_AT0 yardland_NN1 or_CJC less_DT0 fare_NN1-VVB in_PRP these_DT0 circumstances_NN2 ?_PUN Historians_NN2 agree_VVB that_CJT the_AT0 size_NN1 of_PRF this_DT0 group_NN1 was_VBD certainly_AV0 much_AV0 reduced_VVN in_PRP number_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=91,89012946,89012948,agree_that_AT0,5
331,agree_to,31,32,J3S,", a joint representation , then I think before you agree to send a joint representation then you need to have a meeting",",_PUN a_AT0 joint_AJ0 representation_NN1 ,_PUN then_AV0 I_PNP think_VVB before_CJS you_PNP agree_VVB to_TO0 send_VVI a_AT0 joint_AJ0 representation_NN1 then_AV0 you_PNP need_VVB to_TO0 have_VHI a_AT0 meeting_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=31,93741459,93741461,agree_to_VVI,5
341,agree_to,41,42,JXT,", &lsquo; OK . For Jeff 's sake I 'll agree to help you . &rsquo; &lsquo; For Jeff 's sake ? &rsquo;",",_PUN &lsquo;_PUQ OK_AV0 ._PUN For_PRP Jeff_NP0 's_POS sake_NN1 I_PNP 'll_VM0 agree_VVI to_TO0 help_VVI you_PNP ._PUN &rsquo;_PUQ &lsquo;_PUQ For_PRP Jeff_NP0 's_POS sake_NN1 ?_PUN &rsquo;_PUQ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=41,97019487,97019489,agree_to_VVI,5
357,agree_to,57,58,H7U,is a criminal offence for a dealer to offer or agree to give an inducement or reward to another for abstaining or having,is_VBZ a_AT0 criminal_AJ0 offence_NN1 for_PRP a_AT0 dealer_NN1 to_TO0 offer_VVI or_CJC agree_VVI to_TO0 give_VVI an_AT0 inducement_NN1 or_CJC reward_NN1-VVB to_PRP another_DT0 for_PRP abstaining_VVG or_CJC having_VHG,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=57,71142161,71142163,agree_to_VVI,5
367,agree_to,67,68,C85,"presume you know something relevant , else why did you agree to come ? &rsquo; &lsquo; The Indies side of things , perhaps","presume_VVB you_PNP know_VVB something_PNI relevant_AJ0 ,_PUN else_AV0 why_AVQ did_VDD you_PNP agree_VVI to_TO0 come_VVI ?_PUN &rsquo;_PUQ &lsquo;_PUQ The_AT0 Indies_NP0 side_NN1 of_PRF things_NN2 ,_PUN perhaps_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=67,23311128,23311130,agree_to_VVI,5
378,agree_to,78,79,HPY,"enough , either , if by "" syntax "" we agree to mean mere syntactic cohesion ; by itself , this leaves us","enough_AV0 ,_PUN either_AV0 ,_PUN if_CJS by_PRP ""_PUQ syntax_NN1 ""_PUQ we_PNP agree_VVB to_TO0 mean_VVI mere_AJ0 syntactic_AJ0 cohesion_NN1 ;_PUN by_PRP itself_PNX ,_PUN this_DT0 leaves_VVZ us_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=78,85117629,85117631,agree_to_VVI,5
407,come_back,7,8,FU1,"something . I felt proud of myself . Then to come back here , everything just goes . Since talking to me ,","something_PNI ._PUN I_PNP felt_VVD proud_AJ0 of_PRF myself_PNX ._PUN Then_AV0 to_TO0 come_VVI back_AVP here_AV0 ,_PUN everything_PNI just_AV0 goes_VVZ ._PUN Since_PRP talking_VVG to_PRP me_PNP ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=7,59627555,59627557,come_back_AV0,5
462,come_back,62,63,K5M,"astonished cashier told McGregor , an unemployed woodcutter , to come back later &mdash; then called the police . McGregor had admitted forging","astonished_AJ0 cashier_NN1 told_VVD McGregor_NP0 ,_PUN an_AT0 unemployed_AJ0 woodcutter_NN1 ,_PUN to_TO0 come_VVI back_AVP later_AV0 &mdash;_PUN then_AV0 called_VVN-VVD the_AT0 police_NN2 ._PUN McGregor_NP0 had_VHD admitted_VVN forging_VVG",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=62,103356736,103356738,come_back_AV0,5
468,come_back,68,69,KA8,warmly and implore her most genuinely &lsquo; Will ye no come back again ? &rsquo; HERTS-BEDS-CAMBS There was great excitement at the MacIntyre,warmly_AV0 and_CJC implore_VVB her_DPS most_AV0 genuinely_AV0 &lsquo;_PUQ Will_VM0 ye_PNP no_AV0 come_VVI back_AVP again_AV0 ?_PUN &rsquo;_PUQ HERTS-BEDS-CAMBS_NP0 There_EX0 was_VBD great_AJ0 excitement_NN1 at_PRP the_AT0 MacIntyre_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=68,105370994,105370996,come_back_AV0,5
475,come_back,75,76,JJ7,"gon na come back tomorrow . I 'm gon na come back tomorrow . Excellent , Clare [unclear] bit of fun there [unclear]","gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN I_PNP 'm_VBB gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN Excellent_AJ0 ,_PUN Clare_NP0 [unclear]_UNC bit_NN1 of_PRF fun_NN1 there_AV0 [unclear]_UNC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=75,95643475,95643477,come_back_AV0,5
478,come_back,78,79,ADG,"Charlotte was born . Just before I 'm due to come back home , before term starts at university , Nicola 's parents","Charlotte_NP0 was_VBD born_VVN ._PUN Just_AV0 before_CJS I_PNP 'm_VBB due_AJ0 to_TO0 come_VVI back_AVP home_AV0 ,_PUN before_CJS-PRP term_NN1 starts_VVZ at_PRP university_NN1 ,_PUN Nicola_NP0 's_POS parents_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=78,8143965,8143967,come_back_AV0,5
535,come_in,35,36,A0D,", &rsquo; said Milsom . &lsquo; Where did the patter come in then ? &rsquo; enquired Detective Constable Bewman . &lsquo; You would",",_PUN &rsquo;_PUQ said_VVD Milsom_NP0 ._PUN &lsquo;_PUQ Where_AVQ did_VDD the_AT0 patter_NN1 come_VVI in_AVP-PRP then_AV0 ?_PUN &rsquo;_PUQ enquired_VVD Detective_NP0 Constable_NP0 Bewman_NP0 ._PUN &lsquo;_PUQ You_PNP would_VM0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=35,361620,361622,come_in_AV0,5
558,come_in,58,59,HBM,is this done ? Proposals for additions to the Catalogue come in steadily from National Certificate centres . These &lsquo; centre-devised &rsquo; modules,is_VBZ this_DT0 done_VDN ?_PUN Proposals_NN2 for_PRP additions_NN2 to_PRP the_AT0 Catalogue_NN1 come_VVB in_AVP-PRP steadily_AV0 from_PRP National_AJ0 Certificate_NN1 centres_NN2 ._PUN These_DT0 &lsquo;_PUQ centre-devised_AJ0 &rsquo;_PUQ modules_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=58,75060031,75060033,come_in_AV0,5
564,come_in,64,65,KB7,"and had a cup of tea , I said , come in about half past eleven went home at one , he come","and_CJC had_VHD a_AT0 cup_NN1 of_PRF tea_NN1 ,_PUN I_PNP said_VVD ,_PUN come_VVB in_AVP about_AV0 half_DT0 past_PRP eleven_CRD went_VVD home_AV0 at_PRP one_CRD ,_PUN he_PNP come_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=64,105842243,105842245,come_in_AV0,5
567,come_in,67,68,CKD,"bobbed in the doorway , &lsquo; ask Mrs Beynon to come in please . &rsquo; The housekeeper glided into the room and stood","bobbed_VVN-VVD in_PRP the_AT0 doorway_NN1 ,_PUN &lsquo;_PUQ ask_VVB Mrs_NP0 Beynon_NP0 to_TO0 come_VVI in_AVP-PRP please_AV0 ._PUN &rsquo;_PUQ The_AT0 housekeeper_NN1 glided_VVD into_PRP the_AT0 room_NN1 and_CJC stood_VVD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=67,36769990,36769992,come_in_AV0,5
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,5
609,come_out,9,10,EA3,"a hole . They therefore help the baby to &lsquo; come out quickly &rsquo; . ( Lévi-Strauss , 1966 , p.61 . )","a_AT0 hole_NN1 ._PUN They_PNP therefore_AV0 help_VVB the_AT0 baby_NN1 to_TO0 &lsquo;_PUQ come_VVI out_AVP quickly_AV0 &rsquo;_PUQ ._PUN (_PUL Lévi-Strauss_NP0 ,_PUN 1966_CRD ,_PUN p.61_UNC ._PUN )_PUR",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=9,43313874,43313876,come_out_AV0,5
641,come_out,41,42,B7D,"false . There are , however , alignments which do come out statistically significant , of which two examples are the Craigearn and","false_AJ0 ._PUN There_EX0 are_VBB ,_PUN however_AV0 ,_PUN alignments_NN2 which_DTQ do_VDB come_VVI out_AVP statistically_AV0 significant_AJ0 ,_PUN of_PRF which_DTQ two_CRD examples_NN2 are_VBB the_AT0 Craigearn_NN1-NP0 and_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=41,19852013,19852015,come_out_AV0,5
684,come_out,84,85,AD1,with it . &rsquo; &lsquo; Yes . &rsquo; &lsquo; They come out very clean . &rsquo; &lsquo; So I thought . &rsquo; They,with_PRP it_PNP ._PUN &rsquo;_PUQ &lsquo;_PUQ Yes_ITJ ._PUN &rsquo;_PUQ &lsquo;_PUQ They_PNP come_VVB out_AVP very_AV0 clean_AJ0 ._PUN &rsquo;_PUQ &lsquo;_PUQ So_CJS I_PNP thought_VVD ._PUN &rsquo;_PUQ They_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=84,7747556,7747558,come_out_AV0,5
